,year,selling_price,km_driven,fuel,seller_type,transmission,owner
3523,2017,350000,25000,1,1,0,0
3524,2018,850000,19000,1,1,0,0
3525,2008,140000,54000,1,1,0,0
3526,2015,550000,17100,1,1,0,1
3527,2017,525000,19000,1,1,1,0
3528,2015,470000,146000,0,1,0,0
3529,2013,900000,98000,0,1,1,0
3530,2011,500000,224642,0,1,0,1
3531,1998,80000,120000,1,0,0,1
3532,2011,175000,175000,0,0,0,0
3533,2017,1350000,15000,0,0,1,1
3534,2017,800000,50000,0,0,0,0
3535,2017,250000,15000,1,0,0,0
3536,2018,700000,25000,1,0,1,0
3537,2019,800000,25000,0,0,0,0
3538,2013,660000,69000,0,0,0,0
3539,2015,465000,60000,0,0,0,2
3540,2006,180000,222435,0,0,0,1
3541,2017,600000,66000,0,0,0,2
3542,2010,150000,110000,1,0,0,0
3543,2014,450000,78000,0,0,0,1
3544,2019,721000,10000,1,0,0,0
3545,2018,300000,35000,1,0,0,0
3546,2019,1000000,10000,0,0,0,0
3547,2016,300000,40000,1,0,0,0
3548,2013,450000,120000,0,0,0,0
3549,1997,79000,70000,1,0,1,0
3550,2017,545000,40000,0,0,0,0
3551,2018,844999,20000,0,0,0,0
3552,2016,700000,93000,0,0,0,0
3553,2016,650000,159000,0,0,0,0
3554,2014,525000,75000,0,0,0,1
3555,2006,110000,101100,0,0,0,2
3556,2011,180000,66000,0,0,0,0
3557,2012,280000,30000,1,0,0,1
3558,2019,400000,10000,1,0,0,0
3559,2012,625000,126000,0,0,0,1
3560,2015,535000,70000,0,0,0,0
3561,2017,459999,50000,0,0,0,0
3562,2010,300000,100000,0,0,0,0
3563,2007,280000,60000,1,0,1,0
3564,2014,500000,70000,1,0,0,0
3565,2019,1200000,1200,1,0,0,0
3566,2016,300000,40000,1,0,0,0
3567,2011,180000,80000,0,0,0,2
3568,2011,180000,134444,1,0,1,1
3569,2009,78000,120000,1,0,0,1
3570,2011,160000,120000,0,0,0,0
3571,2014,600000,238000,0,0,0,0
3572,2008,110000,100000,1,0,0,1
3573,2011,450000,110000,0,0,0,1
3574,2019,1350000,35000,0,0,0,0
3575,2003,120000,165000,1,0,0,1
3576,2018,1040000,42000,0,0,0,0
3577,2014,390000,70000,0,0,0,1
3578,2011,65000,60000,1,0,0,1
3579,2013,320000,115000,0,0,0,2
3580,2017,720000,70000,0,0,0,0
3581,2007,220000,80000,1,0,0,1
3582,2011,225000,65000,1,1,0,0
3583,2010,200000,150000,0,0,0,1
3584,2015,434999,75000,0,1,0,1
3585,2012,300000,63700,0,0,0,0
3586,2018,700000,74800,0,0,0,0
3587,2009,500000,105000,0,0,0,1
3588,2016,500000,40000,0,0,0,0
3589,2016,400000,90000,0,0,0,1
3590,2015,825000,75000,0,1,0,1
3591,2018,720000,15000,0,0,0,0
3592,2009,110000,30000,1,0,0,1
3593,2014,600000,100000,0,0,0,1
3594,2009,275000,155000,0,0,1,2
3595,2012,2349000,149000,0,0,1,1
3596,2017,740000,60000,0,0,0,0
3597,2017,800000,90000,0,0,0,0
3598,2019,1100000,100000,0,0,0,0
3599,2012,750000,100000,0,0,1,1
3600,2012,200000,90000,1,0,0,1
3601,2009,210000,75000,0,0,0,0
3602,2009,270000,120000,0,0,0,1
3603,2016,630000,90000,0,0,0,1
3604,2015,375000,55000,1,0,0,0
3605,2010,300000,70000,0,0,0,0
3606,2016,580000,95000,0,0,0,1
3607,2014,550000,50000,0,0,0,0
3608,2016,750000,50000,0,0,0,0
3609,2014,250000,60516,1,0,0,0
3610,2012,434999,235000,0,0,0,1
3611,2007,900000,76731,0,1,1,0
3612,2016,685000,64000,0,1,0,0
3613,2014,540000,65000,0,1,0,0
3614,2018,1165000,13000,1,1,1,4
3615,2014,610000,77000,0,1,0,0
3616,2011,254999,24000,1,1,0,0
3617,2014,280000,63840,1,1,0,0
3618,2017,370000,25000,1,0,0,0
3619,2011,459999,76400,0,0,0,1
3620,1998,42000,70000,1,0,0,2
3621,1998,42000,70000,1,0,0,2
3622,2011,190000,80000,0,0,0,2
3623,2010,165000,100000,1,0,0,3
3624,2017,710000,40000,0,0,0,0
3625,2018,1200000,15000,1,0,0,0
3626,2011,229999,70000,1,0,0,0
3627,2018,310000,15000,1,0,0,0
3628,2015,320000,40000,1,0,0,0
3629,2006,100000,54000,1,0,0,0
3630,2009,160000,90000,0,0,0,0
3631,2007,60000,52000,1,0,0,0
3632,2012,100000,200000,0,0,0,2
3633,2016,350000,35000,0,0,0,1
3634,2017,700000,60000,0,0,0,0
3635,2017,300000,31489,1,0,0,0
3636,2018,830000,40000,0,0,0,0
3637,2013,220000,110000,0,0,0,0
3638,2009,130000,50000,0,0,0,0
3639,2012,330000,44000,1,0,0,0
3640,2010,254999,90000,1,0,0,1
3641,2014,600000,50000,1,0,0,1
3642,2012,210000,50000,1,0,0,0
3643,2007,120000,81366,1,0,0,0
3644,2006,95000,110000,1,0,0,0
3645,2006,229999,300000,0,0,0,0
3646,2010,229999,70000,1,0,0,0
3647,2013,400000,100000,0,0,0,0
3648,2005,300000,70000,1,0,0,1
3649,2013,300000,50000,0,0,0,0
3650,2009,80000,180000,0,0,0,1
3651,2008,80000,50000,1,0,0,1
3652,2007,100000,90000,1,0,0,1
3653,2012,300000,110000,0,0,0,0
3654,2018,700000,26000,1,0,1,0
3655,2016,975000,65000,0,0,0,0
3656,2009,500000,130000,0,0,0,0
3657,2013,550000,75000,0,0,0,1
3658,2014,550000,110000,0,0,0,1
3659,2014,240000,50000,1,0,0,0
3660,1997,50000,80000,1,0,0,1
3661,2009,120000,80000,1,0,0,1
3662,2013,900000,60000,1,0,0,1
3663,2009,250000,90000,1,0,0,1
3664,2017,280000,36000,1,0,0,0
3665,2010,85000,87000,0,0,0,0
3666,2011,90000,80000,0,0,0,0
3667,2015,500000,50000,0,0,0,0
3668,2013,200000,60000,1,0,0,0
3669,2015,250000,50000,1,0,0,0
3670,2014,185000,40000,0,0,0,2
3671,2008,100000,60000,1,0,0,1
3672,2015,610000,55000,0,0,0,0
3673,2012,290000,80000,0,0,0,0
3674,2012,300000,295000,0,0,0,0
3675,2015,225000,80000,1,0,0,0
3676,2017,320000,50000,1,0,0,1
3677,2012,135000,158000,0,0,0,2
3678,2006,400000,400000,0,0,0,2
3679,2016,400000,25000,1,0,0,0
3680,2017,570000,35000,1,0,0,0
3681,2018,500000,12000,1,0,0,0
3682,2015,130000,70000,1,0,0,0
3683,2018,360000,4000,1,0,0,0
3684,2017,530000,10832,1,1,0,0
3685,2009,250000,50000,1,0,0,0
3686,2016,600000,19495,1,1,0,0
3687,2013,570000,62668,0,1,0,0
3688,2013,850000,85710,0,1,0,0
3689,2011,250000,55130,0,1,0,1
3690,2014,580000,63356,0,1,0,1
3691,2012,1680000,129627,0,1,0,0
3692,2010,180000,15000,1,0,0,0
3693,2017,300000,50000,1,0,0,0
3694,2012,269000,70000,1,0,0,1
3695,2018,231999,20000,1,0,0,0
3696,2011,150000,60000,1,0,0,2
3697,2017,495000,5000,1,0,0,0
3698,2014,700000,15000,1,0,0,0
3699,2018,400000,4400,1,0,0,1
3700,2019,599000,15000,0,0,0,2
3701,2013,421000,45000,0,0,0,0
3702,2018,841000,1000,0,0,0,0
3703,2014,295000,38500,1,0,0,0
3704,2011,220000,25000,1,0,0,0
3705,2013,250000,35000,0,0,0,0
3706,2009,1100000,110000,0,0,0,1
3707,2012,300000,40000,1,0,0,0
3708,2007,80000,110000,1,0,0,1
3709,2013,215000,20000,0,0,0,2
3710,2012,245000,14987,1,1,0,0
3711,2016,650000,25061,0,1,0,0
3712,2017,760000,42494,0,1,0,0
3713,2014,395000,44875,0,1,0,0
3714,2014,280000,89741,0,1,0,1
3715,2016,495000,65000,0,1,0,0
3716,2016,525000,35000,0,1,0,0
3717,2009,420000,347089,0,1,0,0
3718,2010,210000,34500,0,0,0,0
3719,2018,650000,30000,1,0,0,0
3720,2018,2300000,39000,0,0,1,0
3721,2019,525000,16000,0,0,0,0
3722,2010,195000,80000,2,0,0,1
3723,2016,650000,60000,0,0,0,0
3724,2015,540000,110000,0,0,0,0
3725,2014,180000,61000,1,0,0,0
3726,2017,750000,29000,0,0,0,0
3727,2018,980000,50000,0,0,0,0
3728,2014,250000,90000,0,0,0,0
3729,2018,550000,35000,1,0,1,0
3730,2015,509999,43000,1,0,0,1
3731,2017,320000,50000,1,0,0,0
3732,2016,275000,25000,1,0,0,0
3733,2013,550000,222252,0,0,0,0
3734,2009,145000,50000,1,0,0,1
3735,2013,250000,80000,0,0,0,0
3736,2012,520000,35000,0,0,0,0
3737,2007,95000,85000,1,0,0,1
3738,2011,725000,110000,0,0,0,2
3739,2006,55000,70000,1,0,0,1
3740,2014,600000,100000,0,0,0,0
3741,2013,330000,120000,0,0,0,1
3742,2015,470000,89000,0,0,0,0
3743,2013,365000,120000,0,0,0,0
3744,2013,250000,40000,1,0,0,1
3745,2017,430000,17000,1,0,0,0
3746,2013,400000,125000,0,0,0,1
3747,2015,615000,110000,1,0,0,1
3748,2011,150000,120000,0,0,0,1
3749,2014,240000,90000,0,0,0,0
3750,2014,800000,90000,0,0,0,0
3751,2015,240000,110000,3,0,0,0
3752,2014,600000,87000,0,0,0,1
3753,2014,800000,15000,0,0,0,0
3754,2015,160000,70000,1,0,0,0
3755,2012,350000,38000,1,0,0,0
3756,2011,300000,64000,1,0,0,1
3757,2015,399000,55250,0,0,0,0
3758,2011,300000,110000,0,0,0,0
3759,2012,150000,70000,1,0,1,0
3760,2010,320000,60000,0,0,0,2
3761,2018,1280000,17000,0,0,0,0
3762,2017,300000,13000,1,0,0,1
3763,2016,1000000,60000,0,0,0,0
3764,2012,1090000,120000,0,0,0,1
3765,2012,450000,97000,0,0,0,1
3766,2007,60000,130000,1,0,0,1
3767,2013,500000,50000,1,0,0,0
3768,2012,200000,120000,0,0,0,1
3769,2015,650000,68000,0,0,0,0
3770,2006,60000,100000,1,0,0,1
3771,2013,250999,80000,0,0,0,0
3772,2012,185000,67000,2,1,0,1
3773,2015,155000,60000,1,0,0,0
3774,2019,600000,5000,1,0,0,0
3775,2016,300000,20000,1,0,0,0
3776,2018,850000,12500,1,0,0,0
3777,2019,470000,4000,2,0,0,0
3778,2019,600000,25000,1,0,0,0
3779,2013,700000,70000,0,0,0,1
3780,2007,70000,162000,3,0,0,0
3781,2010,1250000,205000,0,0,0,1
3782,2008,650000,70000,1,0,1,2
3783,2018,450000,70000,0,0,0,1
3784,2014,750000,100000,0,0,0,1
3785,2013,775000,70000,0,0,0,1
3786,2011,800000,220000,0,0,0,0
3787,2015,360000,80000,1,0,0,1
3788,2010,250000,120000,0,0,0,0
3789,2017,1490000,22038,0,0,0,0
3790,2013,600000,80000,0,0,0,0
3791,2010,120000,90000,1,0,0,0
3792,2012,320000,140000,0,0,0,1
3793,2011,400000,120000,0,0,0,1
3794,2015,302000,60000,0,0,0,0
3795,2011,130000,80000,0,0,0,1
3796,2014,150000,60000,1,0,0,1
3797,2012,200000,90000,0,0,0,1
3798,2012,950000,80000,0,0,0,0
3799,2008,120000,175000,0,0,0,1
3800,2019,1400000,10000,0,0,0,0
3801,2017,620000,65000,1,0,0,0
3802,2012,449000,90000,0,0,0,0
3803,2007,100000,70000,1,0,0,0
3804,2018,600000,2500,1,0,0,0
3805,2016,700000,35000,0,0,0,0
3806,2012,250000,40000,0,0,0,0
3807,2018,550000,63000,1,0,0,0
3808,2013,675000,88000,0,1,1,0
3809,2015,530000,55000,0,1,0,0
3810,2014,325000,71014,0,1,0,0
3811,2015,370000,60000,0,1,0,0
3812,2014,360000,70000,0,0,0,0
3813,2012,650000,60000,1,1,1,0
3814,2012,199000,92000,0,1,0,2
3815,2014,285000,89126,0,0,0,0
3816,2009,260000,134000,0,0,1,0
3817,2019,869999,15000,1,1,1,0
3818,2016,425000,42500,0,1,0,0
3819,2012,490000,42000,0,1,1,0
3820,2015,750000,70000,0,0,1,1
3821,2004,125000,110000,1,0,0,2
3822,2014,221000,131365,0,0,0,0
3823,2016,724000,48980,0,1,1,0
3824,2014,440000,46000,1,1,1,0
3825,2009,70000,60000,1,0,0,2
3826,2015,511000,58000,0,1,0,0
3827,2016,790000,22000,0,1,0,0
3828,2017,640000,37000,1,0,0,0
3829,2009,120000,70000,1,0,0,3
3830,2012,126000,98900,0,0,0,2
3831,2012,120000,125000,0,0,0,0
3832,2017,650000,60000,0,0,0,0
3833,2014,450000,80000,1,0,0,1
3834,2010,110000,80000,2,0,0,3
3835,2017,600000,40000,0,0,0,0
3836,2012,620000,80000,0,0,0,1
3837,2014,600000,30000,0,0,0,0
3838,2018,795000,35000,0,0,0,0
3839,2011,300000,180000,0,0,0,2
3840,2015,495000,60000,0,0,0,0
3841,2013,1580000,86000,0,1,1,0
3842,2015,1750000,127643,0,1,1,0
3843,2018,1350000,34000,0,0,1,0
3844,2014,350000,145000,0,0,0,0
3845,2018,300000,25000,1,0,1,0
3846,2018,400000,54000,1,1,0,1
3847,2014,1750000,102354,0,1,1,0
3848,1999,70000,70000,1,0,0,3
3849,2018,500000,70000,0,0,0,0
3850,2017,2575000,36000,0,1,1,0
3851,2014,345000,58000,1,1,0,0
3852,2013,220000,100000,0,0,0,0
3853,2014,1850000,62237,1,1,1,0
3854,2005,114999,90000,1,1,0,1
3855,1999,50000,100000,1,0,0,1
3856,2017,585000,14000,1,1,0,0
3857,2018,950000,21394,0,1,0,0
3858,2018,625000,13800,1,0,1,0
3859,2017,1035000,23000,1,1,1,0
3860,2015,310000,32686,1,1,0,0
3861,2017,600000,99700,0,0,0,0
3862,2019,3100000,5000,0,0,1,0
3863,2014,650000,49654,0,1,0,0
3864,2016,550000,45457,1,1,0,0
3865,2017,1260000,39221,0,1,0,0
3866,2016,660000,48220,1,1,0,0
3867,2017,700000,11114,1,1,0,0
3868,2008,235000,60208,0,1,0,0
3869,2013,475000,80000,0,1,0,0
3870,2008,795000,98600,0,1,1,0
3871,2015,3200000,30000,0,1,1,0
3872,2019,1860000,18000,1,1,1,0
3873,2010,4200000,100000,0,1,1,0
3874,2015,850000,58000,1,1,1,0
3875,2017,585000,85441,0,1,0,0
3876,2015,380000,64541,0,1,0,0
3877,2019,650000,35000,0,0,0,0
3878,2018,600000,30000,1,0,0,0
3879,2017,434999,16267,1,1,0,0
3880,2013,525000,71500,0,1,0,0
3881,2019,4800000,12999,0,1,1,0
3882,2008,160000,80000,1,0,0,0
3883,2007,160000,90000,1,0,0,1
3884,2012,125000,28000,1,0,0,0
3885,2015,430000,200000,0,0,0,0
3886,2017,900000,14700,1,0,0,0
3887,2000,61000,90000,1,0,0,1
3888,2017,400000,50000,1,0,0,0
3889,2009,150000,100000,1,0,0,1
3890,2019,950000,24000,1,0,1,0
3891,2013,220000,100000,0,0,0,0
3892,2007,110000,90000,1,0,0,0
3893,2015,375000,30000,1,0,0,0
3894,2017,350000,80000,1,0,0,0
3895,2012,310000,92686,0,1,0,1
3896,2010,90000,300000,1,0,0,2
3897,2011,350000,90000,1,0,0,1
3898,2003,100000,60000,1,0,0,0
3899,2017,1300000,40000,0,0,1,0
3900,2004,70000,90000,1,0,0,3
3901,2013,225000,80000,0,0,0,0
3902,2002,145000,100000,1,0,0,0
3903,2018,930000,20000,0,0,0,0
3904,2019,550000,51000,1,0,0,0
3905,2008,85000,120000,1,0,0,1
3906,2014,280000,55000,1,0,0,0
3907,2018,360000,6000,1,0,0,0
3908,2011,150000,40000,1,0,0,1
3909,2017,900000,15000,1,0,1,0
3910,2005,120000,50000,0,0,0,1
3911,2010,215000,90000,1,0,0,1
3912,2013,550000,38500,0,0,0,0
3913,2018,775000,35000,1,0,0,0
3914,2001,409999,49359,1,0,0,2
3915,2005,65000,70000,1,0,0,1
3916,2008,200000,90000,1,0,0,1
3917,2010,240000,50000,1,0,0,1
3918,2012,800000,108731,0,0,0,0
3919,2010,400000,120000,0,0,0,0
3920,2016,500000,60000,0,0,0,0
3921,2007,150000,90000,0,0,0,2
3922,2014,500000,140000,0,0,0,1
3923,2014,320000,80000,1,0,0,0
3924,2013,300000,90000,0,0,0,0
3925,2017,650000,40000,0,0,0,0
3926,2018,285000,14000,1,0,0,0
3927,2012,360000,70000,0,0,0,1
3928,2009,450000,55000,1,0,0,1
3929,2011,175000,60000,1,0,0,2
3930,2011,350000,74000,0,0,0,1
3931,2020,530000,45000,0,1,0,0
3932,2017,1025000,38000,0,1,0,0
3933,2017,950000,24000,0,1,0,0
3934,2017,725000,29976,1,1,0,0
3935,2017,919999,41000,1,1,0,0
3936,2018,700000,15000,0,1,0,0
3937,2017,725000,36000,0,1,0,0
3938,2017,840000,30646,1,1,0,0
3939,2015,365000,23600,1,1,0,0
3940,2014,665000,71318,0,1,0,0
3941,2003,50000,78098,1,0,0,0
3942,2014,225000,30000,1,0,0,0
3943,2012,229999,45000,1,0,0,1
3944,2008,145000,67000,1,0,0,0
3945,2018,624000,14681,0,1,0,0
3946,2015,500000,25000,1,0,0,0
3947,2017,750000,18054,1,1,0,0
3948,2015,785000,40000,0,0,0,0
3949,2011,225000,30000,1,0,0,0
3950,2017,300000,80000,0,0,0,0
3951,2016,680000,20000,0,0,0,0
3952,2016,700000,40000,0,0,0,0
3953,2011,180000,120000,0,0,0,0
3954,2008,270000,120000,0,0,0,1
3955,2010,370000,97000,1,0,0,1
3956,2018,1100000,70000,0,0,0,0
3957,2004,120000,120000,0,0,0,1
3958,2013,430000,88000,0,0,0,1
3959,2014,550000,38406,0,1,0,0
3960,2014,320000,54350,1,1,0,0
3961,2015,390000,32260,1,1,0,0
3962,2014,550000,58231,0,1,0,0
3963,2012,370000,59858,1,1,0,0
3964,2010,190000,73350,1,1,0,0
3965,2013,509999,88473,0,1,0,0
3966,2013,450000,96987,1,1,0,0
3967,2015,550000,61187,0,1,0,0
3968,2009,400000,68350,0,1,0,0
3969,2015,585000,81150,0,1,0,0
3970,2019,500000,30000,1,0,0,0
3971,2015,800000,30000,1,0,0,0
3972,2009,265000,120000,0,0,0,1
3973,2012,175000,180000,0,0,0,0
3974,2007,125000,50000,1,0,0,1
3975,2010,165000,80000,0,0,0,0
3976,2011,150000,280000,0,0,0,0
3977,2015,1025000,90000,0,0,0,1
3978,2014,1030000,250000,0,0,0,1
3979,2012,380000,90000,0,0,0,3
3980,2010,250000,110000,0,0,0,2
3981,2000,85000,80000,1,0,0,1
3982,2016,500000,35000,0,0,0,0
3983,2018,350000,15000,1,0,0,0
3984,2010,190000,52000,1,0,0,1
3985,2009,940000,140000,0,0,0,0
3986,2013,475000,60000,1,0,0,1
3987,2018,300000,17000,1,0,0,0
3988,2016,250000,70000,1,0,0,2
3989,2001,93000,97000,1,0,0,3
3990,2012,290000,125000,0,0,0,1
3991,2010,75000,300000,1,0,0,2
3992,2015,1000000,120000,0,0,0,1
3993,2015,550000,87000,0,0,0,0
3994,2010,285000,75000,0,0,0,2
3995,2014,240000,60000,1,0,0,1
3996,2015,850000,25000,1,0,0,0
3997,2016,650000,26000,1,0,0,0
3998,2017,365000,78000,2,0,0,0
3999,2016,650000,26000,1,0,0,0
4000,2015,260000,35000,1,0,0,0
4001,2014,250000,100000,1,0,0,0
4002,2007,550000,80000,1,0,0,1
4003,2004,70000,90000,1,0,0,3
4004,2013,225000,80000,0,0,0,0
4005,2002,145000,100000,1,0,0,0
4006,2018,930000,20000,0,0,0,0
4007,2019,550000,51000,1,0,0,0
4008,2008,85000,120000,1,0,0,1
4009,2014,280000,55000,1,0,0,0
4010,2018,360000,6000,1,0,0,0
4011,2011,150000,40000,1,0,0,1
4012,2017,900000,15000,1,0,1,0
4013,2005,120000,50000,0,0,0,1
4014,2010,215000,90000,1,0,0,1
4015,2013,550000,38500,0,0,0,0
4016,2018,775000,35000,1,0,0,0
4017,2001,409999,49359,1,0,0,2
4018,2005,65000,70000,1,0,0,1
4019,2008,200000,90000,1,0,0,1
4020,2010,240000,50000,1,0,0,1
4021,2012,800000,108731,0,0,0,0
4022,2010,400000,120000,0,0,0,0
4023,2012,229999,40000,1,0,0,1
4024,2014,580000,120000,0,0,0,0
4025,2005,175000,100000,1,0,0,3
4026,2012,250000,110000,0,0,0,3
4027,2014,320000,80000,1,0,0,0
4028,2013,300000,90000,0,0,0,0
4029,2017,800000,60000,0,0,0,0
4030,2009,245000,75000,0,1,1,0
4031,2018,300000,20000,1,0,0,0
4032,2017,350000,80000,0,0,0,0
4033,2006,70000,105700,1,0,0,0
4034,2017,430999,14000,1,1,0,0
4035,2010,80000,70000,1,0,0,0
4036,2019,335000,28000,1,1,0,0
4037,2017,350000,51000,1,1,0,0
4038,2018,315000,56000,1,1,0,0
4039,2019,1100000,35000,0,0,1,0
4040,2005,80000,24000,1,0,0,0
4041,2014,285000,64000,1,1,0,1
4042,2009,100000,120000,0,0,0,2
4043,2011,225000,37091,1,0,0,0
4044,2017,4500000,80000,0,0,1,0
4045,2018,320000,38900,1,0,0,2
4046,2016,1249000,60000,0,0,0,2
4047,2008,120000,110000,1,0,0,2
4048,2011,200000,100000,0,0,0,1
4049,2016,1151000,85000,0,0,0,0
4050,2012,120000,140000,0,0,0,0
4051,2017,220000,20000,1,0,0,0
4052,2017,750000,15000,1,0,0,0
4053,2018,784000,40000,0,0,0,0
4054,2017,500000,50000,1,0,0,0
4055,2018,350000,20000,1,0,0,0
4056,2018,1400000,50000,0,0,1,0
4057,2014,600000,100000,0,0,0,1
4058,2019,525000,9400,1,0,0,0
4059,2017,930000,12000,0,0,0,0
4060,2017,440000,14100,2,1,0,0
4061,2016,434999,21000,1,1,0,0
4062,2011,250000,28000,1,1,0,0
4063,2017,940000,35000,0,1,0,0
4064,2017,1050000,31000,0,1,1,0
4065,2016,825000,58000,0,1,0,0
4066,2012,229999,25000,1,0,0,0
4067,2011,375000,72000,1,1,0,0
4068,2013,640000,89000,0,1,0,0
4069,2012,800000,160000,0,1,0,0
4070,2012,130000,30000,1,0,0,2
4071,2014,300000,37555,1,1,0,0
4072,2018,440000,14000,1,1,0,0
4073,2014,595000,56600,2,1,0,0
4074,2013,450000,110000,0,0,0,0
4075,2017,690000,50000,0,0,0,0
4076,2019,300000,5000,1,0,0,0
4077,2014,170000,100000,1,0,0,1
4078,2012,280000,120000,0,0,0,0
4079,2009,220000,67580,1,0,0,1
4080,2009,140000,100000,1,0,0,2
4081,2004,45000,60000,1,0,0,0
4082,2014,200000,125000,0,0,0,1
4083,2008,325000,120000,0,0,0,1
4084,2010,300000,130000,0,0,0,1
4085,2009,120000,250000,1,0,0,1
4086,2016,535000,52600,0,0,0,0
4087,2014,520000,82000,0,0,0,0
4088,2017,550000,19890,1,1,1,0
4089,2015,280000,40000,0,0,0,0
4090,2013,225000,78000,0,1,0,0
4091,2015,750000,48238,1,2,1,0
4092,2016,535000,38365,1,1,0,0
4093,2016,1250000,23670,0,2,0,0
4094,2017,650000,49834,1,2,0,0
4095,2013,295000,57353,1,2,0,0
4096,2015,480000,68308,0,2,0,0
4097,2015,575000,63240,0,2,0,0
4098,2016,509999,60000,0,0,0,0
4099,2008,69000,100000,1,0,0,0
4100,2013,200000,60000,1,0,0,0
4101,2012,449000,90000,0,0,0,0
4102,2020,426000,1000,0,0,0,0
4103,2017,650000,6000,1,0,0,0
4104,2017,260000,50000,0,0,0,0
4105,2015,295000,90000,0,0,0,2
4106,2017,260000,30000,1,1,0,0
4107,2012,120000,140000,0,0,0,0
4108,2007,155000,65000,1,1,0,0
4109,2015,450000,38000,0,0,0,0
4110,2012,320000,80000,0,0,0,0
4111,2007,123000,50000,1,0,0,1
4112,2006,80000,110000,1,0,0,0
4113,2012,220000,90000,1,0,0,1
4114,2018,650000,37000,0,1,0,0
4115,2018,285000,30000,1,1,0,0
4116,2018,725000,26000,1,1,1,0
4117,2010,97000,128000,1,0,0,0
4118,2016,625000,30000,1,1,0,0
4119,2016,550000,23000,1,1,0,0
4120,2012,130000,120000,0,0,0,0
4121,2012,240000,40000,1,1,0,0
4122,2014,600000,27000,0,1,0,0
4123,2012,350000,65000,0,1,0,0
4124,2015,245000,32000,1,1,0,0
4125,2009,199000,52536,1,0,0,0
4126,2011,330000,100000,0,0,0,1
4127,2009,150000,80000,1,0,0,0
4128,2016,927999,90000,0,0,0,0
4129,2003,70000,60000,1,0,0,3
4130,2015,399000,55000,0,1,0,0
4131,2015,350000,90000,0,0,0,0
4132,2006,125000,50000,0,0,0,1
4133,2008,150000,90000,1,0,0,1
4134,2015,250000,25000,1,0,0,0
4135,2014,675000,61000,0,1,0,0
4136,2018,950000,30000,0,0,0,0
4137,2018,409999,45000,2,0,0,0
4138,2011,225000,60000,0,0,0,0
4139,2008,350000,75000,1,0,0,1
4140,2005,51111,140000,1,0,0,2
4141,2013,290000,56000,0,1,0,0
4142,2006,310000,62000,4,1,1,1
4143,2007,212000,58000,0,1,0,1
4144,2013,900000,49000,0,1,1,1
4145,2011,221000,56000,0,1,0,1
4146,2013,675000,73000,0,1,0,0
4147,2014,421000,69000,0,1,0,0
4148,2008,350000,10000,1,0,0,0
4149,2010,140000,110000,2,0,0,0
4150,2002,90000,116000,0,0,0,1
4151,2018,830000,40000,0,0,0,0
4152,2009,180000,30000,1,0,0,0
4153,2009,210000,109000,0,0,0,1
4154,2017,700000,90000,0,0,0,0
4155,2014,45000,7000,1,0,0,1
4156,2012,125000,120000,0,0,0,0
4157,2017,530000,64916,1,0,0,0
4158,2018,800000,37161,0,1,0,0
4159,2016,580000,15000,1,0,0,0
4160,2012,1400000,118000,0,0,1,1
4161,2018,300000,50852,1,0,0,0
4162,2016,300000,30000,1,0,0,0
4163,2015,700000,77000,0,0,0,0
4164,2012,250000,70000,1,0,0,2
4165,2016,500000,120000,0,0,0,0
4166,2009,428000,40000,1,0,1,2
4167,2019,1400000,33000,0,0,0,0
4168,2013,219000,53500,1,0,0,2
4169,2017,500000,40000,0,0,0,0
4170,2014,520000,82000,0,0,0,0
4171,2016,509999,60000,0,0,0,0
4172,2019,556000,24000,1,0,0,0
4173,2014,225000,120000,0,0,0,0
4174,2013,325000,65000,0,1,0,0
4175,2013,365000,65000,0,1,0,0
4176,2015,850000,84000,0,1,0,0
4177,2013,350000,75000,0,1,0,0
4178,2007,225000,50000,0,1,0,0
4179,2011,135000,50000,1,0,0,0
4180,2007,140000,49000,1,1,0,0
4181,2016,665000,560000,0,1,0,0
4182,2015,275000,14365,1,1,0,0
4183,2017,2750000,41000,0,0,1,0
4184,2013,484999,65000,0,1,0,0
4185,2015,565000,65000,0,1,0,0
4186,2013,425000,61083,0,1,0,0
4187,2013,925000,75000,0,0,0,0
4188,2012,565000,72000,0,1,0,0
4189,2014,525000,65000,0,1,0,0
4190,2010,409999,60000,1,0,0,0
4191,2018,570000,5000,1,0,0,0
4192,2007,160000,80000,1,0,0,2
4193,2017,749000,51500,0,0,0,1
4194,2010,300000,120000,0,0,0,2
4195,2014,550000,79800,0,1,0,0
4196,2015,550000,97000,0,1,0,1
4197,2019,1250000,6590,0,1,0,0
4198,2017,700000,49957,0,1,0,0
4199,2017,600000,43235,0,1,0,0
4200,2018,925000,50699,0,1,0,0
4201,2016,1800000,126000,0,1,1,0
4202,2015,459999,140730,0,1,0,1
4203,2015,565000,46000,1,0,0,0
4204,2013,170000,80000,1,0,0,2
4205,2001,150000,256000,0,1,0,0
4206,2008,295000,120000,0,0,0,0
4207,2018,819999,40000,0,0,0,0
4208,2019,819999,40000,0,0,0,0
4209,2015,320000,40000,1,0,0,0
4210,2015,550000,135000,0,0,0,1
4211,2015,550000,50000,0,0,0,0
4212,2017,590000,98000,0,0,0,0
4213,2014,1050000,70000,0,0,0,0
4214,2017,950000,50000,0,0,0,0
4215,2017,1000000,30000,0,0,0,0
4216,2013,500000,120000,0,0,0,0
4217,2017,450000,70000,0,0,0,0
4218,2017,720000,35000,0,0,0,0
